Visit ID,BDM Code,BDM Name,Outlet Code,Outlet Name,Visit Date,Check In,Duration (mins),Purpose,Remarks
V00887,BDM009,Gowtham S,OA0331,Kumaran Electronics,2026-07-11,12:01,5,Order,shop closed
V00888,BDM008,Sathya N,OA0588,Sri Balaji Electronics,2026-07-25,10:37,25,Follow up,
V00889,BDM002,Prakash M,OA0684,City Digital,2026-06-24,15:43,15,Order,owner not available
V00890,BDM012,Yuvaraj S,OA0282,Big C Mobile,2026-05-25,15:00,15,Complaint,display not as per norms
V00891,BDM001,Sundar R,OA0029,Lakshmi Traders,29/06/2026,12:14,5,Collection,
V00892,BDM012,Yuvaraj S,OA0114,Selvam Electronics,2026-06-02,11:31,12,routine,collection pending
V00893,BDM002,Prakash M,OA0052,Kumaran Agencies,01/06/2026,11:52,12,Order,stock displayed
V00894,BDM009,Gowtham S,OA0782,City Mobiles,12/06/2026,13:43,20,,will order next week
V00895,BDM010,Praveen K,OA0380,Modern Traders,14/07/2026,13:57,10,followup,shop closed
V00896,BDM007,Mohan Raj,OA0253,Amman Gadgets,2026-05-21,11:57,25,Stock check,discussed scheme
V00897,BDM001,Sundar R,OA0029,Lakshmi Traders,27/07/2026,14:06,30,Routine visit,collection pending
V00898,BDM009,Gowtham S,OA0782,City Mobiles,27/05/2026,10:48,20,Order,
V00899,BDM003,Vetri S,OA0579,Saravana Telecom,02/07/2026,14:11,30,Complaint,
V00900,BDM005,Dhanush P,OA0738,Selvam Mobiles,17/06/2026,10:58,,Follow up,
V00901,BDM002,Prakash M,OA0528,Mobile World Infotech,12/06/2026,10:00,25,Complaint,
V00902,BDM010,Praveen K,OA0717,Poorvika Traders,11/06/2026,11:00,20,Routine visit,collection pending
V00903,BDM003,Vetri S,OA0201,Sakthi Mobile,07/05/2026,10:47,12,Collection,
V00904,BDM009,Gowtham S,OA0650,Vinayaga Electronics,24/06/2026,23:12,12,New onboarding,stock displayed
V00905,BDM004,Ashok Kumar,OA0745,Thangam Telecom,23/06/2026,14:41,20,New onboarding,display not as per norms
V00906,BDM004,Ashok Kumar,OA0485,Ram Traders,26/06/2026,13:53,5,Complaint,
V00907,BDM011,Ilango M,OA0797,Amman Gadgets,02/05/2026,16:44,20,routine,
V00908,BDM009,Gowtham S,OA0404,Saravana Gadgets,2026-07-15,15:00,25,Routine visit,
V00909,BDM006,Jegan R,OA0662,Vinayaga Mobile,2026-05-04,11:32,25,Routine visit,
V00910,BDM002,Prakash M,OA0772,Ganesh Cellpoint,2026-07-06,10:28,,Collection,
V00911,BDM008,Sathya N,OA0687,Bharath Communications,27/06/2026,14:21,15,Routine visit,
V00912,BDM012,Yuvaraj S,OA0729,Amman Gadgets,19/06/2026,11:09,8,New onboarding,display not as per norms
V00913,BDM004,Ashok Kumar,OA0475,Ganesh Infotech,04/06/2026,12:10,45,Follow up,
V00914,BDM005,Dhanush P,OA0083,Amman Digital,2026-06-03,10:11,5,followup,stock displayed
V00915,BDM006,Jegan R,OA0662,Vinayaga Mobile,13/05/2026,14:32,5,Order,collection pending
V00916,BDM005,Dhanush P,OA0084,Galaxy Mobile,07/07/2026,11:48,15,routine,
V00917,BDM008,Sathya N,OA0105,Chennai Silks Agencies,29/07/2026,10:55,12,Order,
V00918,BDM012,Yuvaraj S,OA0709,New Star Mobile,2026-06-02,14:08,30,routine,will order next week
V00919,BDM010,Praveen K,OA0524,Vasanth Electronics,2026-06-04,13:28,25,followup,
V00920,BDM001,Sundar R,OA0437,Thangam Mobile,11/06/2026,11:09,15,,owner not available
V00921,BDM011,Ilango M,OA0642,Anandha Telecom,28/06/2026,15:33,25,Routine visit,
V00922,BDM005,Dhanush P,OA0248,Big C Telecom,19/06/2026,10:47,10,Stock check,discussed scheme
V00923,BDM009,Gowtham S,OA0782,City Mobiles,2026-06-27,15:35,12,Stock check,shop closed
V00924,BDM004,Ashok Kumar,OA0119,City Communications,14/05/2026,14:41,5,Follow up,owner not available
V00925,BDM004,Ashok Kumar,OA0403,Mobile World Digital,27/05/2026,14:38,12,Routine visit,
V00926,BDM008,Sathya N,OA0472,Big C Gadgets,2026-07-20,14:18,15,Order,
V00927,BDM003,Vetri S,OA0652,Modern Infotech,12/06/2026,16:04,25,Complaint,
V00928,BDM009,Gowtham S,OA0132,Big C Agencies,22/07/2026,13:02,30,Routine visit,discussed scheme
V00929,BDM008,Sathya N,OA0432,Ram Electronics,07/05/2026,10:30,30,Routine visit,will order next week
V00930,BDM010,Praveen K,OA0217,Devi Electronics,03/06/2026,17:07,30,Stock check,
V00931,BDM005,Dhanush P,OA0379,iStore Communications,18/06/2026,15:00,20,New onboarding,will order next week
V00932,BDM001,Sundar R,OA0730,Saravana Communications,10/06/2026,13:27,20,New onboarding,discussed scheme
V00933,BDM009,Gowtham S,OA0650,Vinayaga Electronics,21/07/2026,10:07,,Stock check,collection pending
V00934,BDM010,Praveen K,OA0256,Muthu Gadgets,2026-06-05,11:38,,Follow up,
V00935,BDM009,Gowtham S,OA0344,Galaxy Electronics,04/06/2026,12:52,,followup,stock displayed
V00936,BDM011,Ilango M,OA0730,Saravana Communications,2026-06-16,12:00,30,Routine visit,asked for better margin
V00937,BDM002,Prakash M,OA0758,Prime Mobile,2026-06-15,15:24,25,,will order next week
V00938,BDM007,Mohan Raj,OA0180,Vinayaga Telecom,12/06/2026,11:07,30,Stock check,
V00939,BDM012,Yuvaraj S,OA0152,Meenakshi Gadgets,2026-07-18,13:25,45,routine,owner not available
V00940,BDM002,Prakash M,OA0728,Thangam Telecom,14/05/2026,10:04,,followup,stock displayed
V00941,BDM001,Sundar R,OA0608,Devi Gadgets,10/07/2026,16:39,30,followup,owner not available
V00942,BDM001,Sundar R,OA0617,Bharath Agencies,03/07/2026,13:24,8,New onboarding,asked for better margin
V00943,BDM005,Dhanush P,OA0093,Vinayaga Cellpoint,21/07/2026,14:56,15,,
V00944,BDM009,Gowtham S,OA0574,Amman Digital,2026-05-18,11:13,25,followup,discussed scheme
V00945,BDM005,Dhanush P,OA0394,Prime Mobile,01/06/2026,12:43,30,New onboarding,
V00946,BDM004,Ashok Kumar,OA0485,Ram Traders,30/05/2026,11:48,8,Order,shop closed
V00947,BDM004,Ashok Kumar,OA0780,Devi Infotech,16/07/2026,17:14,8,routine,
V00948,BDM006,Jegan R,OA0247,iStore Infotech,15/05/2026,11:41,45,Order,
V00949,BDM008,Sathya N,OA0754,Thangam Enterprises,04/05/2026,12:09,45,,discussed scheme
V00950,BDM004,Ashok Kumar,OA0137,Vasanth Enterprises,14/05/2026,10:20,,Complaint,
V00951,BDM004,Ashok Kumar,OA0473,Ganesh Cellpoint,2026-07-27,12:17,,Order,will order next week
V00952,BDM008,Sathya N,OA0802,Mobile World Mobiles,2026-06-22,12:21,15,Order,
V00953,BDM002,Prakash M,OA0167,Meenakshi Telecom,2026-05-07,14:36,45,New onboarding,
V00954,BDM003,Vetri S,OA0074,Poorvika Cellpoint,27/05/2026,12:12,20,Routine visit,
V00955,BDM002,Prakash M,OA0765,Amman Cellpoint,14/05/2026,12:04,12,Complaint,asked for better margin
V00956,BDM010,Praveen K,OA0213,Prime Electronics,05/05/2026,11:04,12,Stock check,asked for better margin
V00957,BDM002,Prakash M,OA0194,Karpagam Traders,2026-05-29,16:00,15,Complaint,
V00958,BDM002,Prakash M,OA0215,Sri Krishna Electronics,2026-06-04,12:18,10,Collection,collection pending
V00959,BDM010,Praveen K,OA0634,Poorvika Cellpoint,12/05/2026,14:41,25,Collection,shop closed
V00960,BDM010,Praveen K,OA0375,,27/05/2026,12:49,15,followup,
V00961,BDM011,Ilango M,OA0409,Amman Mobile,04/07/2026,11:51,10,followup,collection pending
V00962,BDM011,Ilango M,OA0102,Thangam Enterprises,23/07/2026,15:00,30,Complaint,
V00963,BDM005,Dhanush P,OA0150,Universal Communications,08/06/2026,12:37,25,,
V00964,BDM004,Ashok Kumar,OA0679,Vasanth Gadgets,02/06/2026,14:01,25,Follow up,
V00965,BDM010,Praveen K,OA0438,Galaxy Electronics,02/06/2026,15:17,8,Stock check,will order next week
V00966,BDM002,Prakash M,OA0162,Ram Mobile,08/05/2026,15:00,30,New onboarding,
V00967,BDM010,Praveen K,OA0581,Mobile World Telecom,28/07/2026,10:25,30,Order,display not as per norms
V00968,BDM005,Dhanush P,OA0193,Ganesh Infotech,20/06/2026,10:56,10,routine,display not as per norms
V00969,BDM001,Sundar R,OA0707,,04/05/2026,10:00,25,Routine visit,
V00970,BDM004,Ashok Kumar,OA0732,Selvam Agencies,2026-05-16,15:58,12,Follow up,
V00971,BDM001,Sundar R,OA0481,Muthu Traders,2026-05-11,12:24,30,New onboarding,discussed scheme
V00972,BDM008,Sathya N,OA0527,Devi Mobile,18/07/2026,16:16,15,Routine visit,
V00973,BDM012,Yuvaraj S,OA0319,Sri Krishna Mobile,29/05/2026,11:14,12,routine,will order next week
V00974,BDM011,Ilango M,OA0555,Big C Infotech,2026-07-23,12:01,5,routine,
V00975,BDM010,Praveen K,OA0179,Ram Agencies,08/06/2026,12:29,30,Stock check,shop closed
V00976,BDM001,Sundar R,OA0689,Ram Communications,20/06/2026,10:20,8,routine,will order next week
V00977,BDM008,Sathya N,OA0220,Chennai Silks Enterprises,21/07/2026,11:10,45,Order,display not as per norms
V00978,BDM007,Mohan Raj,OA0778,Vasanth Infotech,02/05/2026,12:00,25,Routine visit,owner not available
V00979,BDM006,Jegan R,OA0628,Selvam Infotech,2026-05-02,13:56,,routine,asked for better margin
V00980,BDM004,Ashok Kumar,OA0174,Universal Enterprises,2026-05-05,12:26,20,,stock displayed
V00981,BDM004,Ashok Kumar,OA0202,Karpagam Communications,22/07/2026,10:20,30,routine,will order next week
V00982,BDM010,Praveen K,OA0414,iStore Agencies,12/06/2026,15:06,10,Order,stock displayed
V00983,BDM008,Sathya N,OA0169,Meenakshi Traders,03/05/2026,11:00,30,Routine visit,
V00984,BDM007,Mohan Raj,OA0261,City Mobile,27/06/2026,12:55,30,New onboarding,
V00985,BDM003,Vetri S,OA0579,Saravana Telecom,04/05/2026,11:08,5,Collection,
V00986,BDM012,Yuvaraj S,OA0082,Royal Electronics,13/05/2026,10:05,45,followup,will order next week
V00987,BDM001,Sundar R,OA0421,Meenakshi Enterprises,28/05/2026,14:28,10,Complaint,stock displayed
V00988,BDM002,Prakash M,OA0474,Mobile World Electronics,21/06/2026,14:07,15,Collection,
V00989,BDM006,Jegan R,OA0646,Vinayaga Cellpoint,03/06/2026,10:21,20,Order,will order next week
V00990,BDM012,Yuvaraj S,OA0062,Jeyam Telecom,13/07/2026,13:00,,routine,shop closed
V00991,BDM008,Sathya N,OA0566,,2026-06-03,11:45,,Routine visit,
V00992,BDM006,Jegan R,OA0536,Bharath Traders,14/07/2026,16:34,,New onboarding,
V00993,BDM009,Gowtham S,OA0118,Selvam Mobile,01/06/2026,11:44,30,Stock check,shop closed
V00994,BDM005,Dhanush P,OA0753,Big C Traders,20/05/2026,11:47,5,routine,
V00995,BDM003,Vetri S,OA0583,Anandha Mobile,18/06/2026,10:05,30,Order,will order next week
V00996,BDM012,Yuvaraj S,OA0034,Poorvika Digital,2026-06-19,14:26,15,Follow up,
V00997,BDM012,Yuvaraj S,OA0104,Galaxy Telecom,05/06/2026,11:12,20,Follow up,owner not available
V00998,BDM006,Jegan R,OA0044,,2026-07-17,10:13,,Collection,display not as per norms
V00999,BDM003,Vetri S,OA0107,Sri Krishna Traders,11/06/2026,14:00,20,Routine visit,
V01000,BDM007,Mohan Raj,OA0048,Thangam Communications,15/07/2026,11:00,30,Collection,will order next week
V01001,BDM012,Yuvaraj S,OA0046,Selvam Infotech,2026-05-01,11:16,10,Complaint,stock displayed
V01002,BDM010,Praveen K,OA0480,Mobile World Digital,2026-06-23,14:17,20,followup,
V01003,BDM003,Vetri S,OA0107,Sri Krishna Traders,09/07/2026,10:00,30,Routine visit,
V01004,BDM005,Dhanush P,OA0470,Sangeetha Mobiles,02/06/2026,,12,Follow up,
V01005,BDM003,Vetri S,OA0289,Meenakshi Agencies,2026-07-03,13:12,20,Stock check,
V01006,BDM009,Gowtham S,OA0690,Sangeetha Mobiles,01/06/2026,10:05,20,Order,will order next week
V01007,BDM002,Prakash M,OA0707,iStore Enterprises,08/07/2026,10:15,25,Routine visit,
V01008,BDM008,Sathya N,OA0399,Muthu Electronics,19/06/2026,13:02,15,Complaint,
V01009,BDM002,Prakash M,OA0420,Saravana Mobile,2026-05-08,15:13,15,routine,asked for better margin
V01010,BDM003,Vetri S,OA0466,,2026-05-30,15:50,30,Routine visit,collection pending
V01011,BDM009,Gowtham S,OA0609,Kumaran Infotech,16/07/2026,11:55,15,routine,stock displayed
V01012,BDM009,Gowtham S,OA0175,Lakshmi Communications,2026-07-08,11:21,20,New onboarding,
V01013,BDM007,Mohan Raj,OA0441,Bharath Enterprises,30/07/2026,12:35,8,Follow up,
V01014,BDM012,Yuvaraj S,OA0803,Royal Enterprises - Branch,24/07/2026,10:51,15,Collection,
V01015,BDM012,Yuvaraj S,OA0387,Ganesh Electronics,21/05/2026,10:05,10,Follow up,collection pending
V01016,BDM001,Sundar R,OA0054,Lakshmi Gadgets,05/06/2026,10:57,45,,
V01017,BDM002,Prakash M,OA0151,Chennai Silks Communications,22/07/2026,11:42,20,Stock check,
V01018,BDM002,Prakash M,OA0774,Meenakshi Agencies,29/07/2026,12:20,5,,
V01019,BDM009,Gowtham S,OA0794,Muthu Mobiles,2026-07-21,13:23,20,routine,
V01020,BDM010,Praveen K,OA0634,Poorvika Cellpoint,2026-06-30,13:12,5,routine,stock displayed
V01021,BDM008,Sathya N,OA0754,Thangam Enterprises,2026-06-06,12:26,30,,
V01022,BDM007,Mohan Raj,OA0739,Sangeetha Communications,04/05/2026,12:58,,Complaint,
V01023,BDM004,Ashok Kumar,OA0038,Royal Communications,25/05/2026,10:58,20,Collection,
V01024,BDM002,Prakash M,OA0242,Mobile World Electronics,11/05/2026,13:11,10,,owner not available
V01025,BDM006,Jegan R,OA0440,,2026-07-03,13:07,,Order,
V01026,BDM008,Sathya N,OA0682,Thangam Cellpoint,2026-07-10,12:13,25,routine,owner not available
V01027,BDM010,Praveen K,OA0265,Chennai Silks Cellpoint,16/06/2026,10:40,5,Follow up,
V01028,BDM004,Ashok Kumar,OA0066,Universal Traders,28/05/2026,11:30,8,Stock check,shop closed
V01029,BDM010,Praveen K,OA0496,Saravana Communications,05/05/2026,11:53,,New onboarding,
V01030,BDM002,Prakash M,OA0675,Jeyam Enterprises,2026-06-29,12:36,12,Follow up,display not as per norms
V01031,BDM005,Dhanush P,OA0672,Saravana Cellpoint,2026-05-20,14:49,30,routine,
V01032,BDM011,Ilango M,OA0322,Saravana Enterprises,04/07/2026,12:18,10,Follow up,display not as per norms
V01033,BDM002,Prakash M,OA0592,iStore Electronics,2026-05-25,12:11,5,Complaint,owner not available
V01034,BDM012,Yuvaraj S,OA0770,Sri Krishna Agencies,05/06/2026,10:19,10,followup,
V01035,BDM009,Gowtham S,OA0627,Jeyam Digital,23/05/2026,12:38,30,followup,stock displayed
V01036,BDM009,Gowtham S,OA0596,Saravana Mobile,19/05/2026,12:29,20,Stock check,
V01037,BDM009,Gowtham S,OA0183,Anandha Communications,2026-06-08,11:19,8,Follow up,
V01038,BDM011,Ilango M,OA0191,Devi Mobile,2026-06-06,11:55,,Order,collection pending
V01039,BDM010,Praveen K,OA0703,Thangam Telecom,2026-07-13,12:00,45,New onboarding,
V01040,BDM009,Gowtham S,OA0372,Universal Communications,29/06/2026,11:19,45,routine,discussed scheme
V01041,BDM008,Sathya N,OA0389,Lakshmi Enterprises,30/07/2026,14:45,,Order,
V01042,BDM006,Jegan R,OA0646,Vinayaga Cellpoint,28/06/2026,11:11,10,Collection,stock displayed
V01043,BDM005,Dhanush P,OA0349,iStore Enterprises,18/05/2026,12:20,25,Collection,collection pending
V01044,BDM005,Dhanush P,OA0465,Vasanth Electronics,18/06/2026,13:47,8,New onboarding,
V01045,BDM005,Dhanush P,OA0647,Devi Infotech,30/06/2026,03:19,20,Complaint,stock displayed
V01046,BDM001,Sundar R,OA0406,Saravana Communications,14/05/2026,13:14,12,Collection,
V01047,BDM007,Mohan Raj,OA0337,Ram Gadgets,06/05/2026,14:22,,New onboarding,
V01048,BDM010,Praveen K,OA0398,Chennai Silks Mobile,2026-06-22,10:09,8,Routine visit,collection pending
V01049,BDM010,Praveen K,OA0447,Devi Enterprises,20/05/2026,11:18,,routine,discussed scheme
V01050,BDM012,Yuvaraj S,OA0604,,08/06/2026,13:47,12,,
V01051,BDM008,Sathya N,OA0444,Meenakshi Mobile,2026-07-22,15:25,25,followup,discussed scheme
V01052,BDM010,Praveen K,OA0767,Royal Communications,23/06/2026,10:21,20,,collection pending
V01053,BDM004,Ashok Kumar,OA0019,Poorvika Gadgets,27/06/2026,12:59,8,Complaint,
V01054,BDM011,Ilango M,OA0795,Sri Krishna Digital,2026-06-11,13:14,5,Stock check,collection pending
V01055,BDM009,Gowtham S,OA0370,Muthu Electronics,2026-05-09,12:14,8,Collection,display not as per norms
V01056,BDM003,Vetri S,OA0161,New Star Infotech,05/05/2026,10:54,8,Complaint,stock displayed
V01057,BDM003,Vetri S,OA0136,Thangam Mobile,2026-06-18,12:02,10,routine,owner not available
V01058,BDM003,Vetri S,OA0631,Chennai Silks Gadgets,2026-07-17,14:05,12,followup,collection pending
V01059,BDM008,Sathya N,OA0714,Karpagam Digital,29/06/2026,16:00,25,Routine visit,
V01060,BDM001,Sundar R,OA0570,New Star Infotech,2026-05-22,14:38,20,followup,
V01061,BDM006,Jegan R,OA0423,Bharath Electronics,2026-06-06,10:17,8,,stock displayed
V01062,BDM003,Vetri S,OA0190,Sangeetha Agencies,12/06/2026,12:41,,Stock check,
V01063,BDM012,Yuvaraj S,OA0387,Ganesh Electronics,08/06/2026,11:37,12,followup,display not as per norms
V01064,BDM008,Sathya N,OA0501,Big C Cellpoint,27/06/2026,11:38,45,Collection,
V01065,BDM003,Vetri S,OA0645,Karpagam Telecom,08/05/2026,14:30,,routine,
V01066,BDM009,Gowtham S,OA0386,Prime Mobiles,30/05/2026,12:34,20,New onboarding,discussed scheme
V01067,BDM005,Dhanush P,OA0470,Sangeetha Mobiles,16/05/2026,10:01,8,followup,
V01068,BDM010,Praveen K,OA0438,Galaxy Electronics,2026-05-21,10:15,30,Collection,will order next week
V01069,BDM002,Prakash M,OA0558,Mobile World Agencies,13/07/2026,12:31,12,routine,shop closed
V01070,BDM010,Praveen K,OA0520,Sangeetha Agencies,02/05/2026,11:35,5,Routine visit,discussed scheme
V01071,BDM004,Ashok Kumar,OA0545,Vasanth Agencies,25/05/2026,15:33,15,Order,discussed scheme
V01072,BDM011,Ilango M,OA0642,Anandha Telecom,02/07/2026,15:26,20,Order,discussed scheme
V01073,BDM006,Jegan R,OA0586,Lakshmi Infotech,20/05/2026,10:31,15,Collection,display not as per norms
V01074,BDM009,Gowtham S,OA0594,Sangeetha Cellpoint,09/07/2026,13:39,20,routine,stock displayed
V01075,BDM010,Praveen K,OA0348,Poorvika Mobile,04/06/2026,14:37,25,New onboarding,
V01076,BDM005,Dhanush P,OA0737,Vasanth Agencies,2026-07-10,13:29,5,Collection,will order next week
V01077,BDM004,Ashok Kumar,OA0066,Universal Traders,06/05/2026,11:48,10,Routine visit,shop closed
V01078,BDM002,Prakash M,OA0705,Bharath Agencies,10/07/2026,11:14,25,Routine visit,will order next week
V01079,BDM006,Jegan R,OA0247,iStore Infotech,20/05/2026,10:00,8,Collection,stock displayed
V01080,BDM006,Jegan R,OA0335,Amman Communications,23/06/2026,14:28,45,Order,stock displayed
V01081,BDM001,Sundar R,OA0234,Big C Infotech,21/05/2026,13:46,30,Stock check,
V01082,BDM004,Ashok Kumar,OA0490,Amman Mobiles,22/05/2026,13:47,45,Stock check,
V01083,BDM001,Sundar R,OA0570,New Star Infotech,16/07/2026,14:41,30,Collection,display not as per norms
V01084,BDM003,Vetri S,OA0176,Sri Krishna Cellpoint,15/07/2026,13:37,5,followup,
V01085,BDM012,Yuvaraj S,OA0808,Sakthi Communications - Branch,19/06/2026,11:34,12,Order,display not as per norms
V01086,BDM003,Vetri S,OA0315,Ganesh Enterprises,2026-07-25,10:09,10,,display not as per norms
V01087,BDM008,Sathya N,OA0714,Karpagam Digital,15/06/2026,17:00,25,Routine visit,stock displayed
V01088,BDM006,Jegan R,OA0001,Bharath Traders,15/05/2026,10:07,30,Routine visit,will order next week
V01089,BDM001,Sundar R,OA0819,RAM COMMUNICATIONS,19/06/2026,16:24,25,Collection,
V01090,BDM002,Prakash M,OA0552,Poorvika Mobile,05/06/2026,14:07,30,Follow up,
V01091,BDM011,Ilango M,OA0155,Sakthi Electronics,08/05/2026,17:22,,Routine visit,collection pending
V01092,BDM009,Gowtham S,OA0603,Amman Enterprises,01/05/2026,11:27,,,collection pending
V01093,BDM010,Praveen K,OA0398,Chennai Silks Mobile,16/06/2026,14:48,5,Order,
V01094,BDM008,Sathya N,OA0230,Ram Digital,23/07/2026,15:19,20,Stock check,shop closed
V01095,BDM011,Ilango M,OA0534,Royal Traders,2026-07-24,13:39,12,Order,
V01096,BDM010,Praveen K,OA0402,Kumaran Digital,13/07/2026,10:01,8,Collection,will order next week
V01097,BDM012,Yuvaraj S,OA0733,New Star Mobile,2026-06-01,11:31,5,followup,
V01098,BDM001,Sundar R,OA0122,Big C Digital,04/07/2026,10:40,5,routine,shop closed
V01099,BDM003,Vetri S,OA0340,Devi Agencies,15/05/2026,16:13,15,Collection,display not as per norms
V01100,BDM005,Dhanush P,OA0301,,01/05/2026,13:59,25,routine,display not as per norms
V01101,BDM003,Vetri S,OA0333,City Communications,19/05/2026,11:06,12,Collection,
V01102,BDM002,Prakash M,OA0433,Vinayaga Cellpoint,2026-05-08,17:04,30,followup,discussed scheme
V01103,BDM002,Prakash M,OA0765,Amman Cellpoint,28/07/2026,11:30,12,followup,
V01104,BDM009,Gowtham S,OA0401,Sakthi Traders,2026-06-20,11:21,45,Complaint,will order next week
V01105,BDM001,Sundar R,OA0791,Modern Telecom,2026-06-20,13:06,25,Order,
V01106,BDM007,Mohan Raj,OA0012,Ram Enterprises,24/06/2026,15:09,25,Order,
V01107,BDM001,Sundar R,OA0141,Muthu Electronics,20/06/2026,11:56,5,Complaint,
V01108,BDM009,Gowtham S,OA0257,Vinayaga Mobiles,27/06/2026,16:56,10,New onboarding,stock displayed
V01109,BDM011,Ilango M,OA0630,Anandha Telecom,19/05/2026,12:18,12,followup,
V01110,BDM009,Gowtham S,OA0223,Mobile World Traders,14/05/2026,12:01,,followup,shop closed
V01111,BDM001,Sundar R,OA0551,Meenakshi Enterprises,2026-06-12,10:31,15,Routine visit,will order next week
V01112,BDM001,Sundar R,OA0159,Meenakshi Mobiles,04/07/2026,11:00,15,Routine visit,
V01113,BDM003,Vetri S,OA0345,,27/05/2026,12:11,15,,stock displayed
V01114,BDM005,Dhanush P,OA0182,Devi Telecom,2026-07-25,12:54,30,Order,shop closed
V01115,BDM006,Jegan R,OA0332,Sri Krishna Gadgets,2026-06-28,15:06,12,New onboarding,
V01116,BDM006,Jegan R,OA0001,Bharath Traders,20/07/2026,10:55,10,Order,
V01117,BDM005,Dhanush P,OA0654,Anandha Mobiles,08/05/2026,14:54,5,Collection,
V01118,BDM009,Gowtham S,OA0596,Saravana Mobile,07/05/2026,10:59,12,routine,collection pending
V01119,BDM002,Prakash M,OA0812,Meenakshi Traders - Branch,29/07/2026,14:55,10,routine,will order next week
V01120,BDM003,Vetri S,OA0195,Prime Cellpoint,29/07/2026,11:03,,Order,asked for better margin
